Name,Card Type,Attribute
Draco Masters of the Tenyi,Monster Card,LIGHT
Draco Face-Off,Spell Card,Quick-Play Spell Card
Draco Berserker of the Tenyi,Monster Card,DARK
Dr. Frankenderp,Monster Card,DARK
Doyon @Ignister,Monster Card,DARK
"Dracoback, the Rideable Dragon",Spell Card,Equip Spell Card
Dowsing Fusion,Spell Card,Normal Spell Card
Downerd Magician,Monster Card,DARK
Double-Edged Sword Technique,Trap Card,Normal Trap Card
Double-Edged Sword,Spell Card,Equip Spell Card
"Dovelgus, Generaider Boss of Iron",Monster Card,EARTH
Double Trap Hole,Trap Card,Normal Trap Card
Double Tool C&D,Spell Card,Equip Spell Card
Downbeat,Spell Card,Normal Spell Card
Doublebyte Dragon,Monster Card,DARK
Double Tag Team,Trap Card,Normal Trap Card
Double Spell,Spell Card,Normal Spell Card
Double Snare,Spell Card,Normal Spell Card
Double Shark,Monster Card,WATER
Double Summon,Spell Card,Normal Spell Card
Double Payback,Trap Card,Continuous Trap Card
Double or Nothing!,Spell Card,Quick-Play Spell Card
Double Resonator,Monster Card,FIRE
Double Magical Arm Bind,Trap Card,Normal Trap Card
Double Iris Magician,Monster Card,DARK
Double Hero Attack,Spell Card,Quick-Play Spell Card
Double Fin Shark,Monster Card,WATER
Double Headed Anger Knuckle,Monster Card,EARTH
Double Exposure,Spell Card,Continuous Spell Card
Double Evolution Pill (Skill Card),,
Double Evolution Pill,Spell Card,Normal Spell Card
Double Coston,Monster Card,DARK
Double Dragon Descent,Trap Card,Normal Trap Card
Double Disrupter Dragon,Monster Card,DARK
Double Cipher,Trap Card,Normal Trap Card
Double Cyclone,Spell Card,Quick-Play Spell Card
Dotscaper,Monster Card,EARTH
Dotedotengu,Monster Card,WIND
Double Attack,Spell Card,Normal Spell Card
DoSolfachord Coolia,Monster Card,WIND
Doshin @Ignister,Monster Card,EARTH
Doriado's Blessing,Spell Card,Ritual Spell Card
Dora of Fate,Trap Card,Normal Trap Card
DoSolfachord Cutia,Monster Card,EARTH
The Door of Destiny,Trap Card,Continuous Trap Card
Doppelwarrior,Monster Card,DARK
Doppelganger,Trap Card,Continuous Trap Card
Doomstar Magician,Monster Card,DARK
Doomsday Horror,Monster Card,DARK
Doomking Balerdroch,Monster Card,DARK
Doomkaiser Dragon/Assault Mode,Monster Card,FIRE
Doomkaiser Dragon,Monster Card,FIRE
Donyoribo @Ignister,Monster Card,DARK
"Donpa, Marksman Fur Hire",Monster Card,WIND
Don Zaloog,Monster Card,DARK
Don Turtle,Monster Card,WATER
Domino Effect,Spell Card,Continuous Spell Card
Dokurorider,Monster Card,DARK
Domain of the True Monarchs,Spell Card,Field Spell Card
Doki Doki,Monster Card,EARTH
Doma The Angel of Silence,Monster Card,DARK
Doll House,Spell Card,Field Spell Card
Don Thousand's Throne,Spell Card,Continuous Spell Card
"Dogoran, the Mad Flame Kaiju",Monster Card,FIRE
Dogmatikalamity,Spell Card,Ritual Spell Card
Dogmatikacism,Spell Card,Equip Spell Card
Dogu,Monster Card,EARTH
"Dogmatika Theo, the Iron Punch",Monster Card,LIGHT
Dogmatika Punishment,Trap Card,Normal Trap Card
Doitsu,Monster Card,EARTH
Dogmatika Nexus,Monster Card,LIGHT
"Dogmatika Fleurdelis, the Knighted",Monster Card,LIGHT
Dogmatika Maximus,Monster Card,LIGHT
Dogmatika Genesis,Trap Card,Normal Trap Card
Dogmatika Encounter,Trap Card,Normal Trap Card
Dododo Swordsman,Monster Card,EARTH
Dododo Driver,Monster Card,EARTH
Dogmatika Nation,Spell Card,Field Spell Card
Dododo Buster,Monster Card,EARTH
Dododo Bot,Monster Card,EARTH
Djinn Disserere of Rituals,Monster Card,DARK
DMZ Dragon,Monster Card,DARK
DNA Checkup,Trap Card,Normal Trap Card
Djinn Releaser of Rituals,Monster Card,DARK
Djinn Prognosticator of Rituals,Monster Card,DARK
Djinn Presider of Rituals,Monster Card,DARK
Djinn Demolisher of Rituals,Monster Card,DARK
Divine Relic Mjollnir,Trap Card,Normal Trap Card
Dizzying Winds of Yosen Village,Trap Card,Continuous Trap Card
Divine Wind of Mist Valley,Spell Card,Field Spell Card
Djinn Cursenchanter of Rituals,Monster Card,DARK
Diviner of the Herald,Monster Card,LIGHT
Divine Wrath,Trap Card,Counter Trap Card
Divine Serpent Geh,Monster Card,DARK
Divine Punishment,Trap Card,Counter Trap Card
Divine Grace - Northwemko,Monster Card,LIGHT
Dispatchparazzi,Monster Card,DARK
Divine Dragon Ragnarok,Monster Card,LIGHT
Divine Dragon Lord Felgrand,Monster Card,LIGHT
Disposable Learner Device,Spell Card,Equip Spell Card
Divine Evolution,Spell Card,Normal Spell Card
Divine Knight Ishzark,Monster Card,LIGHT
Diskblade Rider,Monster Card,WIND
Disk Magician,Monster Card,DARK
Disenchanter,Monster Card,LIGHT
Discord,Trap Card,Continuous Trap Card
Disciple of Nephthys,Monster Card,WIND
Disciples of the True Dracophoenix,Spell Card,Continuous Spell Card
Disc Fighter,Monster Card,EARTH
Disarmament,Trap Card,Normal Trap Card
Disarm,Trap Card,Counter Trap Card
Diplexer Chimera,Monster Card,LIGHT
Dinowrestler Valeonyx,Monster Card,EARTH
Disappear,Trap Card,Normal Trap Card
Dinowrestler Terra Parkourio,Monster Card,EARTH
Dinowrestler Systegosaur,Monster Card,EARTH
Dirge of the Lost Dragon,Spell Card,Continuous Spell Card
Dinowrestler Rambrachio,Monster Card,EARTH
Dinowrestler Pankratops,Monster Card,EARTH
Dinosaur Kingdom,,
Dinomorphia Diplos,Monster Card,DARK
Dinowrestler Martial Ampelo,Monster Card,EARTH
Dinowrestler Martial Ankylo,Monster Card,EARTH
Dinowrestler King T Wrextle,Monster Card,EARTH
"Dinoster Power, the Mighty Dracoslayer",Monster Card,WATER
Dinomorphia Therizia,Monster Card,DARK
Dinowrestler Martial Anga,Monster Card,EARTH
Dinomists Howling,Trap Card,Continuous Trap Card
Dinomist Stegosaur,Monster Card,WATER
Dimension Wall,Trap Card,Normal Trap Card
Dimension Sphinx,Trap Card,Continuous Trap Card
Dimension Mirage,Trap Card,Continuous Trap Card
Dimension Slice,Trap Card,Normal Trap Card
Dimension Shifter,Monster Card,DARK
Dimension Reflector,Trap Card,Continuous Trap Card
Dimension Jar,Monster Card,DARK
Dimension Gate,Trap Card,Continuous Trap Card
Dimension Fusion Destruction,Spell Card,Normal Spell Card
Dimension Fusion,Spell Card,Normal Spell Card
Dimension Fortress Weapon,Monster Card,DARK
Dimension Explosion,Spell Card,Quick-Play Spell Card
Dimension Guardian,Trap Card,Continuous Trap Card
Dimension Distortion,Spell Card,Normal Spell Card
Dimension Conjurer,Monster Card,DARK
"Digvorzhak, King of Heavy Industry",Monster Card,EARTH
Digital Bug Websolder,Monster Card,LIGHT
Digitron,Monster Card,EARTH
Digital Bug Scaradiator,Monster Card,LIGHT
Digital Bug Registrider,Monster Card,LIGHT
Dillingerous Dragon,Monster Card,DARK
Digital Bug Rhinosebus,Monster Card,LIGHT
Digging for Gold,,
Digital Bug LEDybug,Monster Card,LIGHT
Digital Bug Corebage,Monster Card,LIGHT
Digital Bug Cocoondenser,Monster Card,LIGHT
Digital Bug Centibit,Monster Card,LIGHT
Dig of Destiny,Trap Card,Normal Trap Card
Dig Beak,Monster Card,EARTH
Diffusion Wave-Motion,Spell Card,Normal Spell Card
Different Dimension Ground,Trap Card,Normal Trap Card
Different Dimension Gate,Spell Card,Continuous Spell Card
Different Dimension Encounter,Trap Card,Normal Trap Card
Different Dimension Dragon,Monster Card,LIGHT
Different Dimension Deepsea Trench,Spell Card,Continuous Spell Card
Different Dimension Capsule,Spell Card,Normal Spell Card
Dictator of D.,Monster Card,DARK
Diceversity,Trap Card,Continuous Trap Card
Dicephoon,Spell Card,Quick-Play Spell Card
Dicelops,Monster Card,FIRE
Dice-nied,Trap Card,Continuous Trap Card
Diced Dice,Spell Card,Quick-Play Spell Card
Dice Try!,Trap Card,Counter Trap Card
Dice Roll Battle,Trap Card,Normal Trap Card
Dice Jar,Monster Card,LIGHT
Dice Re-Roll,Trap Card,Normal Trap Card
Dian Keto the Cure Master,Spell Card,Normal Spell Card
Diamond-Dust Cyclone,Spell Card,Quick-Play Spell Card
Diamond Dust,Trap Card,Normal Trap Card
Dice It,Trap Card,Normal Trap Card
Diamond Core of Koa'ki Meiru,Spell Card,Normal Spell Card
Diamond Duston,Trap Card,Normal Trap Card
Diana the Light Spirit,Monster Card,LIGHT
Diamond Dire Wolf,Monster Card,EARTH
Dharma-Eye Magician,Monster Card,LIGHT
Dharma Cannon,Monster Card,DARK
Diabound Kernel,Monster Card,DARK
Dharc the Dark Charmer,Monster Card,DARK
"Diabolos, King of the Abyss",Monster Card,DARK
Dhampir Vampire Sheridan,Monster Card,DARK
"Dewloren, Tiger King of the Ice Barrier",Monster Card,WATER
Dewdark of the Ice Barrier,Monster Card,WATER
Devotee of Nephthys,Monster Card,WIND
Deus X-Krawler,Monster Card,EARTH
"Detonator Circle 'A'",Trap Card,Normal Trap Card
Detonation Code,Trap Card,Continuous Trap Card
Detonate Deleter,Monster Card,DARK
Detonate,Spell Card,Quick-Play Spell Card
Destrudo the Lost Dragon's Frisson,Monster Card,DARK
Destructotron,Monster Card,EARTH
Destructive Draw,Trap Card,Continuous Trap Card
Destruction Sword Flash,Trap Card,Normal Trap Card
Destruction Sword Memories,Trap Card,Normal Trap Card
Destruction Ring,Trap Card,Normal Trap Card
Destruction Punch,Trap Card,Normal Trap Card
Destruction Swordsman Fusion,Spell Card,Quick-Play Spell Card
Destruction Jammer,Trap Card,Counter Trap Card
Destruction of Destiny,Trap Card,Normal Trap Card
Destruction Cyclone,Monster Card,WIND
Destruct Potion,Trap Card,Normal Trap Card
Destroyer Golem,Monster Card,EARTH
Destroyersaurus,Monster Card,EARTH
Destiny Signal,Trap Card,Normal Trap Card
Destiny HERO - Plasma,Monster Card,DARK
Destruction Dragon,Monster Card,FIRE
Destiny HERO - Dunker,Monster Card,DARK
Destiny HERO - Dusktopia,Monster Card,DARK
Destiny Mirage,Trap Card,Normal Trap Card
Destiny HERO - Drilldark,Monster Card,DARK
Destiny HERO - Malicious,Monster Card,DARK
Destiny HERO - Fear Monger,Monster Card,DARK
Destiny HERO - Dynatag,Monster Card,DARK
Destiny HERO - Dystopia,Monster Card,DARK
Destiny HERO - Drawhand,Monster Card,DARK
Destiny HERO - Dreadmaster,Monster Card,DARK
Destiny HERO - Dominance,Monster Card,DARK
Destiny HERO - Dreamer,Monster Card,DARK
Destiny HERO - Dread Servant,Monster Card,DARK
Destiny HERO - Double Dude,Monster Card,DARK
Destiny HERO - Doom Lord,Monster Card,DARK
Destiny HERO - Dogma,Monster Card,DARK
Destiny HERO - Departed,Monster Card,DARK
Destiny HERO - Disk Commander,Monster Card,DARK
Destiny HERO - Denier,Monster Card,DARK
Destiny HERO - Defender,Monster Card,DARK
Destiny HERO - Decider,Monster Card,DARK
Destiny HERO - Destroyer Phoenix Enforcer,Monster Card,DARK
Destiny HERO - Dasher,Monster Card,DARK
Destiny HERO - Diamond Dude,Monster Card,DARK
Destiny HERO - Dark Angel,Monster Card,DARK
Destiny Draw,Spell Card,Normal Spell Card
Destiny HERO - Dangerous,Monster Card,DARK
Destiny HERO - Celestial,Monster Card,DARK
Destiny HERO - Captain Tenacious,Monster Card,DARK
Destiny HERO - Blade Master,Monster Card,DARK
Destiny End Dragoon,Monster Card,DARK
Destiny Draw (Skill Card),,
Destiny Board,Trap Card,Continuous Trap Card
Destined Rivals,Trap Card,Normal Trap Card
Despian Tragedy,Monster Card,DARK
Despian Proskenion,Monster Card,LIGHT
Despian Comedy,Monster Card,DARK
Desrook Archfiend,Monster Card,LIGHT
Despian Quaeritis,Monster Card,LIGHT
Desperate Tag,Trap Card,Continuous Trap Card
Desmanian Devil,Monster Card,EARTH
Desperado Barrel Dragon,Monster Card,DARK
The Despair Uranus,Monster Card,LIGHT
Despair from the Dark,Monster Card,DARK
Deskbot Jet,Monster Card,EARTH
Deskbot 003,Monster Card,EARTH
Deskbot 002,Monster Card,EARTH
Deskbot 001,Monster Card,EARTH
Desertapir,Monster Card,EARTH
Desert Twister,Monster Card,WIND
Desert Locusts,Monster Card,EARTH
Desert Sunlight,Trap Card,Normal Trap Card
Designer Frightfur,Trap Card,Normal Trap Card
Descending Lost Star,Trap Card,Normal Trap Card
Desert Protector,Monster Card,EARTH
Des Wombat,Monster Card,EARTH
Des Kangaroo,Monster Card,DARK
Des Feral Imp,Monster Card,DARK
Des Volstgalph,Monster Card,EARTH
Des Dendle,Monster Card,EARTH
Des Koala,Monster Card,DARK
Des Lacooda,Monster Card,EARTH
Des Mosquito,Monster Card,DARK
Des Croaking,Spell Card,Normal Spell Card
Des Counterblow,Trap Card,Continuous Trap Card
"Demise, Agent of Armageddon",Monster Card,DARK
Demise of the Land,Spell Card,Quick-Play Spell Card
Delta Tri,Monster Card,LIGHT
Delta The Magnet Warrior,Monster Card,EARTH
Delta Crow - Anti Reverse,Trap Card,Normal Trap Card
Delta Attacker,Spell Card,Normal Spell Card
Delinquent Duo,Spell Card,Normal Spell Card
Degrade Buster,Monster Card,FIRE
Deep Sea Aria,Spell Card,Normal Spell Card
The Deep Grave,Trap Card,Normal Trap Card
Dekoichi the Battlechanted Locomotive,Monster Card,DARK
Delg the Dark Monarch,Monster Card,DARK
Deep Diver,Monster Card,WATER
Deep Dark Trap Hole,Trap Card,Normal Trap Card
Dedication through Light and Darkness,Spell Card,Quick-Play Spell Card
Decoyroid,Monster Card,WIND
Decoy Dragon,Monster Card,FIRE
Deck Lockdown,Spell Card,Continuous Spell Card
Decode Talker Extended,Monster Card,DARK
Decode Talker,Monster Card,DARK
Deck Devastation Virus,Trap Card,Normal Trap Card
Decayed Commander,Monster Card,EARTH
Decode Destruction,Spell Card,Normal Spell Card
A Deal with Dark Ruler,Spell Card,Quick-Play Spell Card
Deal of Phantom,Trap Card,Normal Trap Card
The Deal of Destiny,Trap Card,Continuous Trap Card
Debunk,Trap Card,Counter Trap Card
Debris Dragon,Monster Card,WIND
Dealer's Choice,Trap Card,Normal Trap Card
De-Synchro,Spell Card,Normal Spell Card
De-Spell,Spell Card,Normal Spell Card
Daybreaker,Monster Card,LIGHT
Dawn of the Herald,Spell Card,Ritual Spell Card
Dawn Knight,Monster Card,LIGHT
De-Fusion,Spell Card,Quick-Play Spell Card
Datacorn,Monster Card,DARK
Dash Warrior,Monster Card,WIND
Day-Breaker the Shining Magical Warrior,Monster Card,LIGHT
Dawnbreak Gardna,Monster Card,LIGHT
Darktellarknight Batlamyus,Monster Card,DARK
Darkstorm Dragon,Monster Card,DARK
Darksea Rescue,Monster Card,DARK
Daruma Dropper,Monster Card,EARTH
Darksea Float,Monster Card,DARK
Darknight Parshath,Monster Card,DARK
Darkworld Thorns,Monster Card,EARTH
Darkworld Shackles,Spell Card,Equip Spell Card
Darkness Destroyer,Monster Card,DARK
Darkness Approaches,Spell Card,Normal Spell Card
Darklord Uprising,Trap Card,Normal Trap Card
Darklord Ukoback,Monster Card,DARK
Darklord Tezcatlipoca,Monster Card,DARK
Darkness Neosphere,Monster Card,DARK
"Darkness Metal, the Dragon of Dark Steel",Monster Card,DARK
Darklord Zerato,Monster Card,DARK
Darklord Superbia,Monster Card,DARK
Darklord Rebellion,Trap Card,Normal Trap Card
Darklord Nurse Reficule,Monster Card,DARK
Darklord Nergal,Monster Card,DARK
Darklord Nasten,Monster Card,DARK
Darklord Morningstar,Monster Card,DARK
Darklord Marie,Monster Card,DARK
Darklord Ixchel,Monster Card,DARK
Darklord Contact,Spell Card,Normal Spell Card
Darklord Asmodeus,Monster Card,DARK
Darklord Amdusc,Monster Card,DARK
Darklord Enchantment,Trap Card,Normal Trap Card
Darklord Edeh Arae,Monster Card,DARK
Darklon,Monster Card,DARK
Darklord Descent,Trap Card,Normal Trap Card
Darklord Desire,Monster Card,DARK
Darkfall,Trap Card,Normal Trap Card
Darklight,Trap Card,Normal Trap Card
Darkflare Dragon,Monster Card,DARK
Darkfire Soldier 2,Monster Card,FIRE
Darkfire Soldier 1,Monster Card,FIRE
Darkfire Dragon,Monster Card,DARK
"Darkest Diabolos, Lord of the Lair",Monster Card,DARK
Darkblaze Dragon,Monster Card,FIRE
Dark Zebra,Monster Card,EARTH
Dark World Grimoire,Spell Card,Continuous Spell Card
Dark World Dealings,Spell Card,Normal Spell Card
Darkbishop Archfiend,Monster Card,WATER
Dark World Lightning,Spell Card,Normal Spell Card
Dark-Piercing Light,Spell Card,Normal Spell Card
Dark-Eyes Illusionist,Monster Card,DARK
Dark World Brainwashing,Trap Card,Continuous Trap Card
Dark Valkyria,Monster Card,DARK
Dark Witch,Monster Card,LIGHT
Dark Voltanis,Monster Card,DARK
Dark Verger,Monster Card,EARTH
Dark Tinker,Monster Card,DARK
Dark Templar @Ignister,Monster Card,DARK
Dark Titan of Terror,Monster Card,DARK
Dark Summoning Beast,Monster Card,DARK
Dark Spirit of Malice,Monster Card,DARK
Dark Spirit of Banishment,Monster Card,DARK
Dark Spirit's Mastery,Spell Card,Normal Spell Card
Dark Spirit Art - Greed,Trap Card,Normal Trap Card
Dark Spider,Monster Card,DARK
Dark Spirit of the Silent,Trap Card,Normal Trap Card
Dark Strike Fighter,Monster Card,DARK
Dark Spell Regeneration,Trap Card,Normal Trap Card
Dark Smog,Trap Card,Continuous Trap Card
Dark Scorpion Burglars,Monster Card,DARK
Dark Snake Syndrome,Spell Card,Continuous Spell Card
Dark Scorpion - Gorg the Strong,Monster Card,DARK
Dark Scorpion - Meanae the Thorn,Monster Card,DARK
Dark Simorgh,Monster Card,DARK
Dark Scorpion Combination,Trap Card,Normal Trap Card
Dark Scorpion - Cliff the Trap Remover,Monster Card,DARK
Dark Scorpion - Chick the Yellow,Monster Card,DARK
Dark Scheme,Trap Card,Normal Trap Card
Dark Sanctuary,Spell Card,Field Spell Card
Dark Sage,Monster Card,DARK
Dark Ruler No More,Spell Card,Normal Spell Card
Dark Sacrifice,Trap Card,Normal Trap Card
Dark Ruler Ha Des,Monster Card,DARK
Dark Rose Fairy,Monster Card,DARK
Dark Requiem Xyz Dragon,Monster Card,DARK
Dark Red Enchanter,Monster Card,DARK
Dark Room of Nightmare,Spell Card,Continuous Spell Card
Dark Rebellion Xyz Dragon,Monster Card,DARK
Dark Resonator,Monster Card,DARK
Dark Rabbit,Monster Card,DARK
Dark Renewal,Trap Card,Normal Trap Card
Dark Prisoner,Monster Card,DARK
Dark Mimic LV1,Monster Card,DARK
Dark Paladin,Monster Card,DARK
Dark Master - Zorc,Monster Card,DARK
Dark Nephthys,Monster Card,DARK
Dark Necrofear,Monster Card,DARK
Dark Mirror Force,Trap Card,Normal Trap Card
Dark Mimic LV3,Monster Card,DARK
Dark Mambele,Spell Card,Normal Spell Card
Dark Magician Knight,Monster Card,DARK
Dark Magician of Chaos,Monster Card,DARK
Dark Magician the Dragon Knight,Monster Card,DARK
Dark Magician Girl the Dragon Knight,Monster Card,DARK
Dark Magician,Monster Card,DARK
Dark Magical Circle,Spell Card,Continuous Spell Card
The Dark Magicians,Monster Card,DARK
Dark Magic Twin Burst,Spell Card,Normal Spell Card
Dark Magic Veil,Spell Card,Normal Spell Card
Dark Magic Inheritance,Spell Card,Quick-Play Spell Card
Dark Magic Attack,Spell Card,Normal Spell Card
Dark Lucius LV6,Monster Card,EARTH
Dark Hunter,Monster Card,DARK
Dark Illusion,Trap Card,Counter Trap Card
Dark Lucius LV8,Monster Card,EARTH
Dark Horizon,Trap Card,Normal Trap Card
Dark Highlander,Monster Card,DARK
Dark Grepher,Monster Card,DARK
Dark Gray,Monster Card,EARTH
Dark General Freed,Monster Card,DARK
Dark Garnex the Cubic Beast,Monster Card,EARTH
Dark Fusion,Spell Card,Normal Spell Card
Dark Horus,Monster Card,DARK
Dark Flattop,Monster Card,DARK
Dark Factory of Mass Production,Spell Card,Normal Spell Card
Dark Eruption,Spell Card,Normal Spell Card
Dark Eradicator Warlock,Monster Card,DARK
Dark Energy,Spell Card,Equip Spell Card
Dark End Dragon,Monster Card,DARK
Dark Elf,Monster Card,DARK
Dark Eye Nightmare,Monster Card,DARK
Dark Effigy,Monster Card,DARK
Dark Designator,Spell Card,Normal Spell Card
Dark Blade the Captain of the Evil World,Monster Card,DARK
Dark Diviner,Monster Card,DARK
Dark Dust Spirit,Monster Card,EARTH
Dark Blade,Monster Card,DARK
Dark Beckoning Beast,Monster Card,DARK
Dark Bat,Monster Card,WIND
Dark Balter the Terrible,Monster Card,DARK
Dark Anthelion Dragon,Monster Card,DARK
Dark Assailant,Monster Card,DARK
Dark Angel,Monster Card,DARK
Dark Artist,Monster Card,DARK
"Dark Armed, the Dragon of Annihilation",Monster Card,DARK
Dark Armed Dragon,Monster Card,DARK
Dark Advance,Trap Card,Normal Trap Card
The Dark - Hex-Sealed Fusion,Monster Card,DARK
Dangerous Frightfur Nightmary,Monster Card,DARK
Danmari @Ignister,Monster Card,DARK
Danipon,Monster Card,EARTH
Dangerous Machine Type-6,Spell Card,Continuous Spell Card
"Dante, Pilgrim of the Burning Abyss",Monster Card,LIGHT
"Dante, Traveler of the Burning Abyss",Monster Card,LIGHT
Danger!? Tsuchinoko?,Monster Card,DARK
Danger! Zone,Trap Card,Normal Trap Card
Danger! Response Team,Spell Card,Normal Spell Card
Danger!? Jackalope?,Monster Card,DARK
Danger! Thunderbird!,Monster Card,DARK
Danger! Nessie!,Monster Card,DARK
Danger! Ogopogo!,Monster Card,DARK
Danger! Feets of Strength!,Spell Card,Equip Spell Card
Danger! Mothman!,Monster Card,DARK
Danger! Dogman!,Monster Card,DARK
Danger! Disturbance! Disorder!,Spell Card,Field Spell Card
Dancing Fairy,Monster Card,WIND
Danger! Chupacabra!,Monster Card,DARK
Danger! Bigfoot!,Monster Card,DARK
Dandylion,Monster Card,EARTH
Danger! Excitement! Mystery!,Spell Card,Normal Spell Card
Dancing Elf,Monster Card,WIND
